ts,endpoint,run,ok,tcp_connect_ms,tls_handshake_ms,tls_version,cipher,alpn,cert_cn,error
2026-06-06T13:01:11.538533+00:00,api.groq.com,0,True,2.063,7.122,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.groq.com,
2026-06-06T13:01:11.987207+00:00,api.groq.com,1,True,2.121,7.301,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.groq.com,
2026-06-06T13:01:12.582003+00:00,api.groq.com,2,True,2.081,7.045,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.groq.com,
2026-06-06T13:01:13.126807+00:00,api.groq.com,3,True,2.045,6.534,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.groq.com,
2026-06-06T13:01:13.680006+00:00,api.groq.com,4,True,2.033,6.504,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.groq.com,
2026-06-06T13:01:14.174981+00:00,api.mistral.ai,0,True,1.864,5.93,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.mistral.ai,
2026-06-06T13:01:14.752317+00:00,api.mistral.ai,1,True,1.944,6.194,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.mistral.ai,
2026-06-06T13:01:15.317492+00:00,api.mistral.ai,2,True,2.095,6.841,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.mistral.ai,
2026-06-06T13:01:15.874201+00:00,api.mistral.ai,3,True,1.349,6.418,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.mistral.ai,
2026-06-06T13:01:16.457610+00:00,api.mistral.ai,4,True,2.086,6.975,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.mistral.ai,
2026-06-06T13:01:16.943463+00:00,italynorth.tts.speech.microsoft.com,0,True,17.716,17.716,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.tts-frontend.speech.microsoft.com,
2026-06-06T13:01:17.498269+00:00,italynorth.tts.speech.microsoft.com,1,True,18.84,18.84,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.tts-frontend.speech.microsoft.com,
2026-06-06T13:01:18.058342+00:00,italynorth.tts.speech.microsoft.com,2,True,18.258,18.258,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.tts-frontend.speech.microsoft.com,
2026-06-06T13:01:18.643773+00:00,italynorth.tts.speech.microsoft.com,3,True,18.277,18.277,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.tts-frontend.speech.microsoft.com,
2026-06-06T13:01:19.046038+00:00,italynorth.tts.speech.microsoft.com,4,True,14.331,18.762,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.tts-frontend.speech.microsoft.com,
2026-06-07T13:01:00.787135+00:00,api.deepgram.com,0,True,148.154,149.119,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.deepgram.com,
2026-06-07T13:01:01.325617+00:00,api.deepgram.com,1,True,136.51,136.51,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.deepgram.com,
2026-06-07T13:01:01.767326+00:00,api.deepgram.com,2,True,143.108,146.208,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.deepgram.com,
2026-06-07T13:01:02.324401+00:00,api.deepgram.com,3,True,146.515,146.515,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.deepgram.com,
2026-06-07T13:01:02.893138+00:00,api.deepgram.com,4,True,146.22,148.9,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.deepgram.com,
2026-06-07T13:01:03.356104+00:00,api.rev.ai,0,True,152.869,291.756,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,h2,*.api.rev.ai,
2026-06-07T13:01:03.881279+00:00,api.rev.ai,1,True,154.633,306.326,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,h2,*.api.rev.ai,
2026-06-07T13:01:04.326763+00:00,api.rev.ai,2,True,145.747,297.367,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,h2,*.api.rev.ai,
2026-06-07T13:01:04.817142+00:00,api.rev.ai,3,True,143.361,300.484,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,h2,*.api.rev.ai,
2026-06-07T13:01:05.365064+00:00,api.rev.ai,4,True,145.835,290.855,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,h2,*.api.rev.ai,
2026-06-07T13:01:05.874200+00:00,italynorth.stt.speech.microsoft.com,0,True,13.144,17.123,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.speech.microsoft.com,
2026-06-07T13:01:06.354990+00:00,italynorth.stt.speech.microsoft.com,1,True,13.043,16.528,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.speech.microsoft.com,
2026-06-07T13:01:06.866996+00:00,italynorth.stt.speech.microsoft.com,2,True,12.328,15.069,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.speech.microsoft.com,
2026-06-07T13:01:07.432420+00:00,italynorth.stt.speech.microsoft.com,3,True,12.794,15.973,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.speech.microsoft.com,
2026-06-07T13:01:08.016963+00:00,italynorth.stt.speech.microsoft.com,4,True,12.055,14.812,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.speech.microsoft.com,
2026-06-07T13:01:08.441388+00:00,api.openai.com,0,True,2.096,5.61,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.openai.com,
2026-06-07T13:01:09.008357+00:00,api.openai.com,1,True,2.315,6.548,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.openai.com,
2026-06-07T13:01:09.471380+00:00,api.openai.com,2,True,2.017,5.358,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.openai.com,
2026-06-07T13:01:09.929433+00:00,api.openai.com,3,True,3.711,6.507,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.openai.com,
2026-06-07T13:01:10.416322+00:00,api.openai.com,4,True,2.298,6.593,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.openai.com,
2026-06-07T13:01:10.980856+00:00,api.groq.com,0,True,1.913,6.17,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.groq.com,
2026-06-07T13:01:11.498820+00:00,api.groq.com,1,True,2.105,6.203,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.groq.com,
2026-06-07T13:01:11.971038+00:00,api.groq.com,2,True,4.146,6.535,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.groq.com,
2026-06-07T13:01:12.389680+00:00,api.groq.com,3,True,4.395,6.692,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.groq.com,
2026-06-07T13:01:12.796551+00:00,api.groq.com,4,True,4.248,6.54,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.groq.com,
2026-06-07T13:01:13.360692+00:00,api.mistral.ai,0,True,1.404,6.593,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.mistral.ai,
2026-06-07T13:01:13.825148+00:00,api.mistral.ai,1,True,1.366,6.496,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.mistral.ai,
2026-06-07T13:01:14.276295+00:00,api.mistral.ai,2,True,2.112,7.017,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.mistral.ai,
2026-06-07T13:01:14.687167+00:00,api.mistral.ai,3,True,1.858,6.016,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.mistral.ai,
2026-06-07T13:01:15.270022+00:00,api.mistral.ai,4,True,1.497,6.777,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,api.mistral.ai,
2026-06-07T13:01:15.692795+00:00,italynorth.tts.speech.microsoft.com,0,True,17.593,17.593,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.tts-frontend.speech.microsoft.com,
2026-06-07T13:01:16.131379+00:00,italynorth.tts.speech.microsoft.com,1,True,19.242,19.242,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.tts-frontend.speech.microsoft.com,
2026-06-07T13:01:16.628775+00:00,italynorth.tts.speech.microsoft.com,2,True,15.649,16.777,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.tts-frontend.speech.microsoft.com,
2026-06-07T13:01:17.041103+00:00,italynorth.tts.speech.microsoft.com,3,True,15.939,18.244,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.tts-frontend.speech.microsoft.com,
2026-06-07T13:01:17.584109+00:00,italynorth.tts.speech.microsoft.com,4,True,18.321,18.321,TLSv1.3,TLS_AES_256_GCM_SHA384,h2,*.tts-frontend.speech.microsoft.com,
