ts,date,hour,endpoint,avg_ms,min_ms,max_ms,mdev_ms,packet_loss,icmp_blocked
2026-05-08 00:00:02.572504+00:00,2026-05-08,0,api.groq.com,1.557,1.533,1.585,0.018,0,False
2026-05-08 00:00:02.572504+00:00,2026-05-08,0,api.mistral.ai,1.053,0.991,1.149,0.049,0,False
2026-05-08 00:00:02.572504+00:00,2026-05-08,0,api.deepgram.com,148.898,148.753,149.718,0.275,0,False
2026-05-08 00:00:02.572504+00:00,2026-05-08,0,api.openai.com,1.089,1.056,1.154,0.031,0,False
2026-05-08 00:00:02.572504+00:00,2026-05-08,0,italynorth.tts.speech.microsoft.com,10.0,9.983,10.048,0.018,0,False
2026-05-08 05:30:01.572191+00:00,2026-05-08,5,api.deepgram.com,142.905,142.807,143.543,0.213,0,False
2026-05-08 05:30:01.572191+00:00,2026-05-08,5,api.rev.ai,,,,,100,True
2026-05-08 05:30:01.572191+00:00,2026-05-08,5,italynorth.stt.speech.microsoft.com,10.377,10.344,10.523,0.049,0,False
2026-05-08 05:30:01.572191+00:00,2026-05-08,5,api.openai.com,1.458,1.412,1.553,0.039,0,False
2026-05-08 05:30:01.572191+00:00,2026-05-08,5,api.groq.com,1.577,1.523,1.687,0.052,0,False
2026-05-08 05:30:01.572191+00:00,2026-05-08,5,api.mistral.ai,0.801,0.767,0.878,0.031,0,False
2026-05-08 05:30:01.572191+00:00,2026-05-08,5,api.deepgram.com,138.94,138.904,139.007,0.028,0,False
2026-05-08 05:30:01.572191+00:00,2026-05-08,5,api.openai.com,1.085,1.039,1.144,0.033,0,False
2026-05-08 05:30:01.572191+00:00,2026-05-08,5,italynorth.tts.speech.microsoft.com,10.491,10.464,10.555,0.024,0,False
2026-05-08 06:00:01.678913+00:00,2026-05-08,6,api.deepgram.com,101.395,101.358,101.464,0.04,0,False
2026-05-08 06:00:01.678913+00:00,2026-05-08,6,api.rev.ai,,,,,100,True
2026-05-08 06:00:01.678913+00:00,2026-05-08,6,italynorth.stt.speech.microsoft.com,10.37,10.349,10.411,0.018,0,False
2026-05-08 06:00:01.678913+00:00,2026-05-08,6,api.openai.com,1.442,1.421,1.512,0.027,0,False
2026-05-08 06:00:01.678913+00:00,2026-05-08,6,api.groq.com,0.96,0.919,1.044,0.035,0,False
2026-05-08 06:00:01.678913+00:00,2026-05-08,6,api.mistral.ai,1.018,0.994,1.053,0.017,0,False
2026-05-08 06:00:01.678913+00:00,2026-05-08,6,api.deepgram.com,101.451,101.423,101.51,0.029,0,False
